BOD(㎎/L),COD(㎎/L),Conductivity(µS/㎝),DO (㎎/L),Dissolved Total P(㎎/L),SS(㎎/L),T-N(㎎/L),T-P(㎎/L),Temp.(℃),TSI(Chl-a)
2.3,8.2,966.0,11.2,0.05,3.0,11.833,0.105,4.0,45.1345405464666
1.0,4.4,303.0,15.4,0.02,2.4,3.788,0.03,1.8,53.0897659675487
1.1,4.6,336.0,15.7,0.022,3.6,5.293,0.031,1.2,59.3288157690719
2.1,3.9,392.0,12.7,0.026,2.6,3.329,0.026,1.4,50.9993215238792
2.1,7.1,798.0,14.3,0.056,3.0,9.137,0.056,1.4,35.8054631429199
1.6,2.4,445.0,15.2,0.022,1.2,4.595,0.023,2.7,18.7890267895626
0.9,4.1,203.0,15.2,0.015,1.4,2.809,0.031,2.2,49.2596748339538
1.6,5.1,386.0,12.7,0.031,4.1,6.203,0.062,3.3,51.2415560533907
2.4,5.9,642.0,12.8,0.087,3.4,9.405,0.092,2.8,41.6990547137277
4.2,7.3,648.0,11.6,0.068,4.2,10.504,0.11,7.0,35.8054631429199
0.8,4.4,316.0,15.3,0.027,2.2,3.981,0.027,1.8,48.9623793554046
6.1,6.5,628.0,11.0,0.053,6.4,14.24,0.066,10.0,33.9007926412541
1.1,3.9,248.0,14.5,0.013,3.7,3.003,0.03,3.5,52.8895549368466
1.5,2.6,267.0,14.9,0.011,4.6,2.549,0.011,2.1,34.5776127105411
1.6,2.5,316.0,14.7,0.023,10.0,2.73,0.024,0.9,32.3885744721487
1.0,4.6,217.0,16.3,0.015,4.4,2.52,0.022,2.9,51.360466600213
1.6,1.7,600.0,16.2,0.029,1.2,6.106,0.029,4.5,30.6
1.9,2.8,621.0,16.2,0.02,2.2,8.525,0.02,1.1,45.5706123372864
1.1,2.5,322.0,14.9,0.014,1.8,2.383,0.014,3.0,33.9007926412541
1.9,5.9,435.0,14.6,0.074,2.0,11.594,0.083,8.2,47.323578784859
2.0,3.0,517.0,14.8,0.036,4.2,4.028,0.036,0.9,45.5706123372864
1.6,5.8,377.0,14.3,0.02,24.7,5.153,0.048,3.1,67.1490525211916
2.3,4.7,419.0,15.7,0.015,3.4,5.154,0.016,0.1,58.1009653366931
2.5,4.9,679.0,13.9,0.06,3.4,10.301,0.06,1.0,42.8896047209396
5.1,5.9,595.0,11.1,0.082,6.2,15.385,0.099,9.8,41.6990547137277
1.5,4.6,344.0,13.3,0.034,3.4,6.798,0.06,4.8,48.0122825624435
2.3,5.1,364.0,12.0,0.035,3.0,5.788,0.054,3.9,39.9735672757191
5.9,7.2,623.0,10.6,0.097,4.6,11.746,0.139,7.1,38.7708384959934
1.3,1.8,279.0,14.4,0.0,1.0,2.778,0.009,1.3,37.8784053517952
1.9,4.0,264.0,15.9,0.012,3.4,2.931,0.02,3.5,55.7621531966977
2.9,3.3,239.0,15.7,0.006,3.4,2.789,0.017,3.4,41.0448123298957
0.9,1.3,617.0,18.0,0.023,1.1,6.747,0.035,5.5,29.5664133413967
3.1,3.1,389.0,12.0,0.011,4.7,3.267,0.04,2.2,56.5589747623382
2.1,4.7,573.0,12.5,0.011,2.6,10.224,0.015,4.0,41.6990547137277
1.3,1.9,263.0,13.7,0.003,1.6,2.609,0.025,2.0,38.7708384959934
2.9,6.1,580.0,13.8,0.017,5.8,11.972,0.033,9.4,53.3826235360471
1.4,1.9,494.0,14.3,0.017,0.5,5.819,0.033,6.4,35.8054631429199
2.3,2.4,640.0,13.8,0.016,2.7,9.952,0.035,2.3,45.7815882105041
3.6,7.3,756.0,11.5,0.019,4.0,12.344,0.033,4.1,41.0448123298957
1.6,2.6,550.0,15.4,0.011,0.2,8.783,0.029,3.0,41.6990547137277
3.1,2.4,853.0,14.0,0.037,8.7,6.837,0.045,4.0,48.9623793554046
1.9,4.5,333.0,12.5,0.03,3.2,5.065,0.043,3.7,42.8896047209396
7.5,11.5,658.0,11.6,0.07,26.0,17.86,0.19,8.0,58.3938229051915
1.9,5.6,434.0,13.6,0.029,10.8,6.91,0.051,3.6,54.6443600124819
3.0,5.0,376.0,12.9,0.034,4.8,6.244,0.05,2.9,49.2596748339538
3.8,6.3,598.0,12.6,0.075,4.3,12.091,0.102,3.2,45.1345405464666
1.9,3.2,607.0,13.8,0.033,2.1,7.3,0.045,1.2,36.3661871826898
2.1,1.3,329.0,15.2,0.01,1.6,3.38,0.022,3.3,41.3773865518342
1.0,3.7,232.0,16.3,0.015,2.7,2.98,0.025,3.3,52.2631719966587
0.9,3.3,418.0,14.2,0.01,2.8,5.661,0.028,0.1,44.6781791930883
1.7,1.7,480.0,15.1,0.005,10.8,5.214,0.015,11.6,50.4961343059373
1.6,4.6,550.0,12.0,0.028,3.5,9.725,0.056,6.7,40.3437998932309
1.3,4.2,231.0,13.4,0.01,4.4,2.606,0.022,7.6,56.9677839140278
3.6,6.9,416.0,12.6,0.034,11.3,7.019,0.068,9.0,67.0778792948473
1.3,1.9,246.0,12.4,0.0,1.5,2.854,0.006,4.6,43.4347449607683
1.6,3.2,606.0,13.0,0.023,2.5,7.199,0.041,5.7,33.1737934344261
3.7,6.3,322.0,12.7,0.02,9.4,6.189,0.07,9.1,68.0732946990645
1.7,3.5,395.0,13.0,0.012,1.6,5.508,0.021,3.4,49.405010825506
4.1,7.4,339.0,13.7,0.031,8.4,5.202,0.045,8.1,72.1932901703002
2.7,2.4,562.0,12.9,0.008,1.7,9.012,0.021,5.9,48.1771603931272
2.9,3.4,1100.0,12.9,0.06,1.0,5.904,0.089,5.9,46.1903973621937
5.4,11.0,717.0,10.0,0.073,10.1,17.04,0.151,11.8,52.2631719966587
3.1,3.8,287.0,12.6,0.013,8.7,3.01,0.059,5.2,60.6059163833379
1.9,1.3,589.0,19.2,0.015,1.6,6.183,0.025,9.3,35.8054631429199
1.5,2.8,542.0,13.0,0.01,0.4,9.096,0.014,9.1,45.7815882105041
7.3,7.8,760.0,9.8,0.047,17.6,14.471,0.093,7.6,52.8895549368466
1.4,4.3,222.0,13.7,0.008,4.8,2.573,0.021,7.6,59.587669837321
1.5,2.0,292.0,13.8,0.004,1.4,3.016,0.011,7.4,39.1883483134418
1.1,2.0,258.0,12.9,0.0,1.6,2.658,0.005,5.9,40.3437998932309
9.6,7.0,602.0,10.2,0.143,9.2,14.991,0.231,12.6,52.2631719966587
2.1,4.6,224.0,13.7,0.011,7.2,2.908,0.03,8.2,56.1323858142094
2.2,5.4,300.0,12.8,0.03,5.2,3.869,0.042,10.1,60.7431214171101
6.8,4.5,442.0,12.1,0.132,12.2,11.205,0.233,12.1,50.1010473553941
2.8,6.2,341.0,12.0,0.036,4.4,6.106,0.057,9.5,61.9388605278547
4.5,6.8,604.0,11.2,0.082,5.8,10.976,0.169,10.4,43.6963604646443
5.7,6.9,604.0,10.6,0.092,4.9,10.25,0.159,6.0,58.5654307797516
1.0,2.1,187.0,12.2,0.013,5.0,2.3,0.013,15.4,46.3885859209785
0.7,1.3,592.0,19.2,0.018,2.4,5.732,0.027,15.2,43.4347449607683
1.7,3.8,220.0,11.2,0.011,4.5,2.297,0.026,14.5,56.4188295217405
3.2,5.3,294.0,9.8,0.029,10.9,4.843,0.08,14.6,63.4969199018712
0.1,1.7,217.0,10.9,0.006,1.2,2.029,0.008,12.4,41.3773865518342
7.4,6.8,621.0,9.7,0.141,6.4,15.27,0.155,18.3,43.6963604646443
1.7,4.6,533.0,10.3,0.03,4.0,6.896,0.044,14.6,44.9090133726823
3.0,5.6,602.0,9.5,0.109,8.2,7.036,0.136,14.1,46.1903973621937
2.8,5.5,258.0,9.9,0.021,7.4,4.213,0.07,14.2,59.3288157690719
2.3,4.4,544.0,12.1,0.061,10.6,7.961,0.084,16.9,47.323578784859
1.3,3.3,328.0,11.7,0.02,1.8,3.445,0.029,11.6,45.5706123372864
2.7,5.0,247.0,10.1,0.018,7.6,3.443,0.052,13.6,59.0629458379518
2.7,3.9,484.0,13.4,0.012,16.8,6.536,0.014,14.6,55.377398000664
3.2,5.7,243.0,10.0,0.03,14.6,3.62,0.074,13.9,63.4969199018712
1.0,3.4,622.0,11.4,0.027,8.8,4.407,0.037,13.6,45.7815882105041
0.9,1.6,476.0,13.9,0.009,2.2,4.211,0.012,15.9,39.9735672757191
1.5,6.1,612.0,9.6,0.059,3.2,9.184,0.089,16.3,37.3997738412931
0.4,1.9,244.0,11.4,0.006,1.4,2.101,0.008,14.2,37.8784053517952
1.2,3.6,199.0,12.5,0.011,4.8,1.999,0.019,12.8,53.2859725079412
8.0,10.8,628.0,7.7,0.08,29.1,10.649,0.278,16.5,62.0983762376069
1.2,3.7,209.0,12.2,0.008,3.6,2.159,0.021,13.2,55.1390866865617
3.6,4.2,247.0,11.3,0.026,15.0,3.798,0.057,13.5,67.8996618477194
4.8,8.2,733.0,6.3,0.051,14.4,9.835,0.071,16.6,47.8445861711888
3.5,3.0,597.0,14.9,0.015,6.4,6.864,0.029,14.3,55.6863999245164
3.5,6.1,324.0,10.2,0.034,14.0,5.452,0.082,14.5,65.2797759244263
3.4,3.8,272.0,7.2,0.025,14.0,2.303,0.028,14.4,55.6100571267799
0.6,3.8,383.0,11.4,0.017,1.4,3.577,0.024,16.7,34.5776127105411
0.3,4.1,219.0,10.5,0.0,2.2,2.029,0.008,19.8,41.0448123298957
3.1,8.6,694.0,6.4,0.035,4.4,8.038,0.06,20.7,55.2191687639318
1.6,6.0,389.0,8.6,0.043,20.4,5.581,0.084,21.2,53.1883597622716
1.0,5.1,330.0,8.4,0.035,3.2,5.713,0.051,19.9,47.5003403238402
0.5,3.3,210.0,10.4,0.007,1.0,1.528,0.009,19.0,43.6963604646443
2.6,5.0,583.0,12.4,0.012,2.1,7.396,0.055,19.3,55.9119270983007
0.7,4.3,252.0,8.6,0.014,2.0,2.843,0.02,19.2,48.1771603931272
0.8,2.9,591.0,21.8,0.009,1.3,5.857,0.032,18.2,50.3661986315196
0.6,4.6,304.0,9.0,0.046,4.0,4.413,0.053,19.9,45.1345405464666
1.0,5.7,565.0,9.1,0.022,1.8,8.072,0.036,19.3,45.5706123372864
1.6,3.8,188.0,10.7,0.007,2.8,2.039,0.016,19.8,50.1010473553941
2.4,5.0,321.0,8.0,0.039,9.1,5.172,0.073,20.8,58.6781906419181
0.6,3.9,262.0,11.9,0.007,1.1,2.15,0.036,20.9,59.0629458379518
2.0,5.9,592.0,9.2,0.023,6.2,5.113,0.072,18.2,44.1995476825861
1.0,3.0,547.0,18.6,0.006,1.3,4.244,0.025,22.3,46.1903973621937
0.7,3.7,539.0,13.3,0.009,1.4,6.602,0.031,19.8,52.3703861785795
2.3,3.1,1835.0,8.3,0.017,9.6,3.091,0.049,17.1,52.8895549368466
3.7,9.6,655.0,8.2,0.05,15.2,9.268,0.155,21.9,57.675697511723
0.1,2.6,209.0,9.6,0.003,2.5,2.045,0.004,17.5,21.6111879203145
4.3,5.8,270.0,5.0,0.023,9.8,3.142,0.13,19.0,54.4737470164784
0.5,3.7,196.0,12.6,0.009,1.2,1.83,0.011,18.7,50.2345188020613
9.5,8.8,601.0,8.3,0.115,4.4,16.88,0.141,21.9,50.2345188020613
3.1,8.9,571.0,8.0,0.131,10.0,8.024,0.166,19.0,52.9901712034867
1.5,7.4,589.0,7.4,0.031,2.0,8.129,0.052,20.1,42.3123794157146
1.4,6.4,543.0,11.5,0.035,2.0,8.559,0.066,21.6,48.6557919036293
1.9,5.1,237.0,7.4,0.017,10.2,1.331,0.031,23.8,50.7509538275533
0.5,2.5,201.0,10.2,0.0,4.4,1.42,0.016,25.6,32.3885744721487
4.9,3.5,1950.0,8.4,0.011,23.4,2.822,0.063,20.6,74.6003995141854
0.8,4.0,180.0,11.2,0.021,2.8,1.411,0.023,22.3,51.2415560533907
2.4,9.4,499.0,8.2,0.075,16.8,8.003,0.193,26.7,57.4241452674061
1.5,2.6,479.0,17.8,0.007,11.2,2.962,0.027,27.0,45.1345405464666
1.8,5.3,246.0,10.2,0.007,8.8,1.49,0.025,26.5,54.9769342344203
0.9,3.7,547.0,9.3,0.03,10.2,4.388,0.053,22.4,49.405010825506
0.1,2.3,190.0,9.3,0.006,4.4,1.466,0.014,22.3,18.7890267895626
1.6,4.6,597.0,12.9,0.015,6.0,5.878,0.034,23.6,41.3773865518342
2.0,7.9,735.0,7.0,0.051,14.4,5.937,0.074,24.5,52.9901712034867
1.3,5.3,551.0,10.2,0.02,8.0,7.307,0.05,24.0,51.8221988817299
1.7,6.5,557.0,12.2,0.05,11.2,8.869,0.063,25.1,64.2874144759993
5.7,4.4,352.0,11.8,0.02,7.0,4.214,0.046,26.1,60.5133685271286
1.6,4.4,173.0,10.0,0.01,4.2,1.576,0.019,24.1,56.8333982508743
3.3,7.1,943.0,8.9,0.049,28.3,4.669,0.099,23.6,63.9001273403464
2.7,7.0,573.0,9.9,0.087,42.8,5.957,0.143,24.0,51.5940490638984
0.9,2.5,599.0,20.3,0.019,4.6,4.853,0.029,23.0,40.3437998932309
2.4,6.0,359.0,7.6,0.085,7.4,4.862,0.141,24.5,59.4331784554635
1.2,4.3,180.0,11.4,0.009,4.0,1.531,0.012,22.4,57.5507276688464
1.0,4.4,210.0,7.7,0.023,4.4,2.275,0.036,22.6,55.4555657449224
5.5,7.5,589.0,7.3,0.047,4.6,8.221,0.067,24.4,46.5828496947541
1.9,6.2,260.0,9.9,0.035,8.8,3.575,0.065,23.1,66.5395397485318
1.0,5.0,258.0,7.3,0.03,3.4,3.775,0.048,22.9,56.3479988891206
8.3,8.1,391.0,7.9,0.086,15.6,13.416,0.128,25.2,48.8102832854868
1.4,4.3,385.0,8.1,0.053,1.4,2.278,0.064,21.7,28.4109617616076
0.7,3.1,387.0,7.6,0.061,8.6,4.369,0.079,25.3,41.6990547137277
1.8,6.9,570.0,5.9,0.161,19.0,5.113,0.197,28.9,43.9511799862602
0.5,3.2,414.0,8.6,0.066,3.0,4.739,0.071,25.9,40.3437998932309
0.1,2.2,206.0,8.9,0.004,3.0,2.289,0.009,24.9,18.7890267895626
1.6,7.0,492.0,6.5,0.088,11.5,7.394,0.143,27.3,40.3437998932309
1.5,4.5,519.0,6.1,0.085,11.6,6.602,0.105,25.9,42.3123794157146
0.9,8.5,104.0,9.9,0.11,132.0,2.561,0.326,22.1,56.1323858142094
1.8,7.9,190.0,8.2,0.088,37.6,3.915,0.2,24.8,48.3393128452686
1.4,8.0,126.0,8.9,0.123,87.0,2.875,0.329,23.3,53.4783316122612
1.1,3.3,1313.0,6.7,0.094,12.2,3.332,0.117,24.4,36.3661871826898
1.6,6.3,172.0,7.7,0.082,32.3,2.639,0.137,24.8,53.7599777509678
0.8,2.8,286.0,8.4,0.055,2.4,2.56,0.065,28.2,37.3997738412931
1.0,7.8,125.0,8.4,0.131,56.0,2.902,0.266,23.3,50.7509538275533
0.5,2.4,355.0,9.7,0.027,1.8,4.882,0.036,26.3,35.8054631429199
1.0,6.7,482.0,6.8,0.081,7.0,5.477,0.1,27.6,43.1659610239829
1.2,3.7,494.0,8.7,0.071,3.4,4.912,0.087,26.7,42.8896047209396
0.9,3.1,164.0,8.9,0.033,2.8,3.405,0.039,24.7,38.7708384959934
0.7,3.2,437.0,9.0,0.085,5.4,5.211,0.086,26.0,46.3885859209785
1.3,8.2,115.0,9.4,0.082,105.0,2.672,0.293,22.2,56.765508706569
0.3,2.6,557.0,8.4,0.091,1.0,5.843,0.104,25.4,14.8114140790215
2.5,4.4,534.0,6.5,0.091,8.8,11.664,0.116,27.5,42.8896047209396
0.9,8.8,98.0,9.4,0.109,103.0,2.523,0.347,22.3,55.2191687639318
0.8,2.0,490.0,11.1,0.028,4.2,3.583,0.041,27.1,46.1903973621937
1.9,5.3,266.0,3.0,0.166,22.0,3.527,0.192,25.2,46.7733411170122
0.6,3.5,221.0,8.5,0.005,4.8,2.062,0.012,27.4,34.5776127105411
1.5,6.3,142.0,9.3,0.07,24.4,3.046,0.153,25.3,42.0105094441937
1.4,4.5,196.0,8.2,0.057,23.0,2.734,0.095,24.6,53.943347575817
0.7,2.0,289.0,9.2,0.047,2.4,4.146,0.056,20.9,34.5776127105411
0.6,2.4,250.0,7.8,0.046,9.0,3.226,0.058,22.3,39.5888120796855
1.1,4.5,155.0,10.3,0.033,14.0,2.49,0.073,23.5,58.3359466311238
1.0,3.0,261.0,5.4,0.063,5.2,2.91,0.083,21.7,41.0448123298957
1.3,4.0,354.0,6.0,0.056,14.0,4.648,0.089,24.2,44.6781791930883
0.1,1.6,427.0,8.2,0.091,2.4,5.116,0.102,20.5,14.8114140790215
1.2,3.8,419.0,7.4,0.077,9.4,5.123,0.126,21.8,31.5349928638804
1.8,6.1,448.0,6.8,0.075,8.5,6.865,0.126,25.3,52.0451630248007
1.2,4.8,176.0,9.7,0.049,15.8,3.224,0.097,23.9,53.8520911037997
0.6,2.6,336.0,8.4,0.085,0.8,4.981,0.097,20.3,27.101018799961
1.6,4.6,213.0,8.7,0.049,17.6,2.836,0.1,26.9,60.2303681330762
1.7,3.2,353.0,8.0,0.101,4.8,5.555,0.118,21.0,29.5664133413967
0.8,3.0,568.0,8.2,0.12,5.6,4.785,0.139,20.4,35.2107356029007
0.4,1.9,168.0,8.5,0.009,1.0,2.591,0.018,23.0,27.101018799961
1.0,4.0,189.0,8.9,0.023,6.4,2.319,0.044,25.4,58.7340882290527
3.8,4.5,433.0,6.6,0.085,9.0,8.937,0.119,22.9,27.101018799961
1.0,2.6,442.0,11.8,0.076,4.2,5.288,0.089,21.3,35.2107356029007
0.4,2.3,355.0,8.4,0.072,1.4,4.68,0.081,19.9,36.3661871826898
1.6,4.1,239.0,8.2,0.03,10.0,3.072,0.062,26.5,60.5597515922609
0.0,1.4,139.0,8.9,0.0,5.8,2.255,0.005,21.9,14.8114140790215
1.0,4.5,496.0,7.5,0.073,6.4,5.792,0.108,22.9,50.6243714261131
0.3,2.2,198.0,8.8,0.023,0.8,2.557,0.037,21.8,21.6111879203145
1.1,4.1,190.0,9.5,0.021,7.4,2.408,0.045,26.1,60.4199392495032
1.5,3.9,299.0,8.0,0.035,7.2,3.235,0.058,26.5,58.8449368660938
0.5,2.1,291.0,8.5,0.068,0.2,3.469,0.078,22.1,33.1737934344261
2.7,1.3,404.0,11.1,0.043,5.0,6.259,0.062,22.6,60.4667651140668
1.4,1.9,452.0,9.6,0.069,2.0,4.907,0.078,21.0,48.1771603931272
5.0,3.0,431.0,7.6,0.073,6.4,10.558,0.096,25.2,47.6739731751854
2.3,2.1,414.0,14.2,0.06,2.0,4.926,0.066,24.4,53.0897659675487
0.5,1.2,167.0,9.1,0.007,1.6,2.198,0.009,22.4,31.5349928638804
1.6,1.6,502.0,8.7,0.039,4.8,6.515,0.049,21.1,50.4961343059373
1.9,4.7,192.0,10.6,0.011,5.9,2.489,0.033,23.1,59.2762151068549
1.3,1.5,423.0,10.9,0.025,2.0,6.186,0.029,23.0,49.6893785622326
1.1,7.0,593.0,8.7,0.053,4.3,8.2,0.09,23.4,45.7815882105041
2.5,2.9,554.0,7.0,0.109,5.0,8.336,0.137,24.1,47.8445861711888
1.4,4.0,192.0,9.7,0.007,6.2,2.44,0.031,22.1,62.4861737658095
1.4,3.7,190.0,10.3,0.007,5.2,2.41,0.024,22.8,64.8411037359769
1.3,2.1,504.0,8.8,0.101,2.6,3.707,0.108,21.6,37.3997738412931
0.8,1.5,185.0,10.1,0.014,0.8,2.38,0.023,23.7,38.3347667051735
1.7,1.2,198.0,11.8,0.036,4.0,3.048,0.041,24.0,53.0897659675487
2.5,2.9,591.0,9.3,0.09,4.8,6.242,0.128,22.4,60.4667651140668
1.1,1.0,283.0,9.4,0.032,1.4,2.723,0.036,21.1,44.9090133726823
1.5,3.6,192.0,10.1,0.006,6.2,2.29,0.025,22.5,63.565282547862
1.3,4.7,253.0,8.5,0.028,18.7,3.279,0.071,22.9,60.5133685271286
2.8,1.5,290.0,5.5,0.031,7.8,2.254,0.052,22.1,60.5133685271286
1.7,4.6,255.0,9.7,0.024,10.4,4.422,0.068,22.9,61.5701741314826
1.5,3.9,218.0,9.7,0.007,6.2,2.953,0.036,23.0,62.4480766305505
1.1,1.0,605.0,13.0,0.075,0.8,6.051,0.08,21.7,42.0105094441937
1.4,3.0,630.0,7.4,0.045,8.4,5.502,0.066,23.1,52.6851725443297
2.5,2.4,458.0,10.3,0.019,3.8,5.856,0.035,22.0,58.8998949930262
1.2,4.3,226.0,9.2,0.013,10.4,3.238,0.053,23.5,65.8627196792448
1.8,3.2,328.0,11.9,0.026,11.8,4.223,0.036,3.9,23.8002261587069
1.2,1.8,419.0,13.7,0.021,1.4,6.299,0.025,5.6,42.8896047209396
2.4,3.4,393.0,13.0,0.046,2.8,3.675,0.061,1.7,40.7005664825472
1.8,3.9,544.0,14.2,0.04,1.8,7.14,0.049,0.6,49.9657348652759
0.9,4.9,393.0,13.8,0.029,7.2,5.803,0.043,1.9,51.9343143877596
4.4,5.8,469.0,12.2,0.13,2.6,7.13,0.153,0.2,38.3347667051735
2.6,5.8,624.0,12.2,0.058,4.2,7.785,0.096,3.1,48.3393128452686
5.5,7.8,665.0,11.4,0.083,4.2,13.2,0.167,0.9,37.3997738412931
1.6,4.8,390.0,13.2,0.013,3.6,9.433,0.042,8.0,37.3997738412931
4.3,6.8,615.0,10.8,0.048,6.0,15.049,0.138,9.9,29.5664133413967
1.5,2.9,296.0,13.7,0.007,1.6,2.915,0.007,1.1,25.5888006308556
1.6,5.0,590.0,13.7,0.042,3.4,8.743,0.067,2.6,44.9090133726823
0.6,4.2,354.0,14.0,0.029,2.0,5.412,0.039,2.3,44.9090133726823
2.0,3.8,409.0,15.6,0.024,1.4,7.949,0.03,1.3,25.5888006308556
1.2,4.6,353.0,12.4,0.027,2.7,6.514,0.045,2.5,42.8896047209396
1.4,3.7,326.0,15.1,0.008,1.8,3.234,0.013,1.3,25.5888006308556
2.8,9.1,754.0,12.7,0.045,3.3,12.135,0.09,2.1,41.6990547137277
1.1,4.0,250.0,15.4,0.015,3.5,3.695,0.035,1.7,49.9657348652759
0.5,3.9,371.0,13.8,0.02,1.4,3.508,0.028,3.9,50.2345188020613
0.7,3.5,254.0,14.3,0.029,0.8,3.003,0.033,3.9,49.405010825506
0.7,4.3,348.0,12.6,0.028,2.0,5.141,0.036,3.8,42.8896047209396
1.4,2.3,276.0,13.4,0.007,0.8,2.814,0.011,2.1,25.5888006308556
0.9,4.3,279.0,14.8,0.027,13.8,2.701,0.05,3.2,52.1547731036683
1.3,2.1,644.0,15.0,0.011,2.8,7.101,0.017,1.3,43.1659610239829
2.2,6.3,710.0,12.0,0.041,4.4,11.322,0.066,3.0,36.8965866233512
2.1,2.9,301.0,15.4,0.035,6.2,3.648,0.045,0.8,47.8445861711888
1.1,2.8,589.0,9.9,0.084,8.0,4.18,0.105,14.8,45.3549992623753
0.5,1.5,171.0,9.7,0.007,2.0,2.396,0.017,18.2,29.5664133413967
1.2,2.6,488.0,10.0,0.135,0.6,5.774,0.139,14.7,27.101018799961
2.3,4.7,191.0,5.9,0.087,42.4,3.384,0.22,15.9,48.9623793554046
0.8,4.5,180.0,9.3,0.04,3.4,2.394,0.06,16.8,50.9993215238792
1.1,5.0,242.0,10.2,0.041,4.8,3.749,0.068,17.8,58.2777268756744
1.6,2.6,274.0,9.8,0.044,2.2,3.58,0.061,16.5,35.2107356029007
1.7,5.3,227.0,10.3,0.026,9.8,3.552,0.066,17.6,64.2557181640953
6.6,5.2,484.0,7.8,0.096,11.4,10.704,0.248,20.1,48.0122825624435
1.1,3.1,215.0,10.1,0.056,1.6,5.356,0.067,14.4,39.5888120796855
1.3,7.0,643.0,8.9,0.078,4.3,9.081,0.125,17.2,48.6557919036293
1.7,5.3,535.0,8.2,0.079,6.2,5.453,0.125,16.5,44.9090133726823
1.8,5.4,508.0,8.4,0.096,5.0,6.644,0.142,15.9,50.1010473553941
1.4,2.4,371.0,11.0,0.038,1.2,5.056,0.054,15.6,39.5888120796855
1.3,1.9,477.0,11.2,0.025,1.8,5.211,0.035,16.9,35.8054631429199
1.1,3.2,402.0,9.7,0.056,3.6,6.997,0.085,17.0,39.1883483134418
1.2,3.3,378.0,9.5,0.054,2.6,5.009,0.079,15.2,39.1883483134418
1.7,5.6,272.0,10.3,0.026,19.7,3.722,0.072,17.3,65.5894429555707
1.8,2.7,239.0,8.3,0.039,2.4,2.328,0.057,13.6,30.6
1.6,2.9,519.0,9.3,0.057,1.6,7.066,0.074,14.9,38.3347667051735
2.0,4.7,493.0,8.6,0.07,3.4,6.992,0.103,17.9,35.2107356029007
1.9,5.8,274.0,9.7,0.04,5.2,5.016,0.073,17.8,58.2777268756744
0.8,2.1,226.0,10.5,0.012,2.2,2.623,0.021,16.5,36.8965866233512
1.5,4.5,185.0,10.2,0.034,6.2,2.484,0.064,16.9,60.0857463492342
1.5,4.7,203.0,10.4,0.03,7.7,2.926,0.059,17.0,61.5701741314826
1.6,5.1,260.0,9.5,0.042,9.7,4.911,0.079,16.9,60.9231264674451
1.5,5.0,323.0,10.2,0.03,22.3,4.261,0.068,12.0,55.377398000664
1.1,3.6,472.0,11.5,0.052,1.6,6.052,0.053,10.4,43.4347449607683
0.6,3.4,215.0,11.3,0.016,4.0,2.836,0.037,10.8,50.9993215238792
1.3,3.1,389.0,13.8,0.074,1.6,6.855,0.082,12.9,45.1345405464666
0.4,1.4,235.0,10.6,0.011,1.2,2.692,0.016,13.4,32.3885744721487
0.7,1.7,254.0,11.7,0.012,1.0,2.879,0.014,12.8,35.2107356029007
1.4,4.7,565.0,8.9,0.077,3.2,8.049,0.113,12.8,48.8102832854868
1.1,3.3,445.0,10.5,0.068,2.8,6.671,0.09,12.6,50.7509538275533
1.3,2.7,301.0,12.1,0.029,5.8,3.356,0.051,13.1,52.0451630248007
0.9,2.2,242.0,11.8,0.035,0.6,3.527,0.038,10.4,38.7708384959934
1.4,2.7,296.0,9.5,0.039,5.2,2.771,0.053,10.3,41.3773865518342
0.5,4.4,270.0,11.4,0.015,5.8,4.112,0.042,11.2,59.3288157690719
1.2,3.7,190.0,11.3,0.013,4.0,2.909,0.026,10.9,51.9343143877596
1.7,4.6,1440.0,10.4,0.094,10.8,4.791,0.119,11.0,50.9993215238792
1.4,1.9,462.0,12.6,0.026,1.8,5.178,0.027,14.4,46.3885859209785
1.3,5.2,517.0,8.4,0.072,4.4,8.651,0.127,15.9,45.5706123372864
0.8,1.4,540.0,11.5,0.085,0.8,6.573,0.096,14.0,33.1737934344261
0.5,3.7,211.0,11.4,0.017,3.6,2.958,0.031,10.6,53.3826235360471
1.7,7.4,675.0,9.4,0.049,3.2,9.79,0.089,12.7,52.0451630248007
2.3,6.2,513.0,8.7,0.082,8.8,12.218,0.217,18.3,48.9623793554046
1.3,2.2,529.0,12.1,0.038,1.2,7.098,0.05,12.0,46.9602039096747
1.2,4.2,260.0,10.7,0.023,4.7,4.595,0.045,11.3,51.8221988817299
1.2,5.7,643.0,9.1,0.059,4.6,5.906,0.088,13.3,46.5828496947541
0.5,3.8,189.0,10.6,0.009,3.4,2.323,0.018,12.0,45.5706123372864
1.1,4.1,442.0,11.2,0.12,4.2,7.256,0.163,15.9,52.3703861785795
0.6,3.8,194.0,10.8,0.009,3.2,2.457,0.022,11.9,51.9343143877596
0.7,3.6,222.0,12.8,0.012,4.0,3.479,0.027,4.2,52.3703861785795
1.4,3.3,314.0,11.2,0.027,9.8,3.164,0.073,7.2,47.323578784859
2.3,6.5,2195.0,12.0,0.091,10.0,4.958,0.14,7.2,56.3479988891206
1.4,3.7,250.0,13.0,0.022,3.9,4.65,0.043,5.5,48.4988285550208
1.0,2.2,446.0,14.2,0.018,1.8,6.047,0.029,7.8,43.6963604646443
0.5,3.5,195.0,12.8,0.008,2.6,2.403,0.015,5.5,50.9993215238792
